CountryName,CountryCode,RegionName,RegionCode,Jurisdiction,Date,C1E_School closing,C1E_Flag,C1NV_School closing,C1NV_Flag,C1V_School closing,C1V_Flag,C1M_School closing,C1M_Flag,C1_Notes,C2E_Workplace closing,C2E_Flag,C2NV_Workplace closing,C2NV_Flag,C2V_Workplace closing,C2V_Flag,C2M_Workplace closing,C2M_Flag,C2_Notes,C3E_Cancel public events,C3E_Flag,C3NV_Cancel public events,C3NV_Flag,C3V_Cancel public events,C3V_Flag,C3M_Cancel public events,C3M_Flag,C3_Notes,C4E_Restrictions on gatherings,C4E_Flag,C4NV_Restrictions on gatherings,C4NV_Flag,C4V_Restrictions on gatherings,C4V_Flag,C4M_Restrictions on gatherings,C4M_Flag,C4_Notes,C5E_Close public transport,C5E_Flag,C5NV_Close public transport,C5NV_Flag,C5V_Close public transport,C5V_Flag,C5M_Close public transport,C5M_Flag,C5_Notes,C6E_Stay at home requirements,C6E_Flag,C6NV_Stay at home requirements,C6NV_Flag,C6V_Stay at home requirements,C6V_Flag,C6M_Stay at home requirements,C6M_Flag,C6_Notes,C7E_Restrictions on internal movement,C7E_Flag,C7NV_Restrictions on internal movement,C7NV_Flag,C7V_Restrictions on internal movement,C7V_Flag,C7M_Restrictions on internal movement,C7M_Flag,C7_Notes,C8E_International travel controls,C8NV_International travel controls,C8V_International travel controls,C8EV_International travel controls,C8_Notes,E1_Income support,E1_Flag,E1_Notes,E2_Debt/contract relief,E2_Notes,E3_Fiscal measures,E3_Notes,E4_International support,E4_Notes,H1_Public information campaigns,H1_Flag,H1_Notes,H2_Testing policy,H2_Notes,H3_Contact tracing,H3_Notes,H4_Emergency investment in healthcare,H4_Notes,H5_Investment in vaccines,H5_Notes,H6E_Facial Coverings,H6E_Flag,H6NV_Facial Coverings,H6NV_Flag,H6V_Facial Coverings,H6V_Flag,H6M_Facial Coverings,H6M_Flag,H6_Notes,H7_Vaccination policy,H7_Flag,H7_Notes,H8E_Protection of elderly people,H8E_Flag,H8NV_Protection of elderly people,H8NV_Flag,H8V_Protection of elderly people,H8V_Flag,H8M_Protection of elderly people,H8M_Flag,H8_Notes,M1_Notes,V1_Vaccine Prioritisation (summary),V1_Notes,V2A_Vaccine Availability (summary),V2_Notes,V2B_Vaccine age eligibility/availability age floor (general population summary),V2C_Vaccine age eligibility/availability age floor (at risk summary),V2D_Medically/ clinically vulnerable (Non-elderly),V2E_Education,V2F_Frontline workers  (non healthcare),V2G_Frontline workers  (healthcare),V3_Vaccine Financial Support (summary),V3_Notes,V4_Mandatory Vaccination (summary),V4_Notes,ConfirmedCases,ConfirmedDeaths,PopulationVaccinated,StringencyIndex_NonVaccinated,StringencyIndex_Vaccinated,StringencyIndex_SimpleAverage,StringencyIndex_WeightedAverage,GovernmentResponseIndex_NonVaccinated,GovernmentResponseIndex_Vaccinated,GovernmentResponseIndex_SimpleAverage,GovernmentResponseIndex_WeightedAverage,ContainmentHealthIndex_NonVaccinated,ContainmentHealthIndex_Vaccinated,ContainmentHealthIndex_SimpleAverage,ContainmentHealthIndex_WeightedAverage,EconomicSupportIndex
United States,USA,Alabama,US_AL,STATE_TOTAL,20210123,2.00,0,,,,,2.00,0,,1.00,1,,,,,1.00,1,,1.00,1,,,,,1.00,1,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,1.00,1,,,,,1.00,1,,1.00,1,,,,,1.00,1,,3.00,,,3.00,,1.00,0,,1.00,"The Biden Administration enacts an Executive Order on Economic Relief Related to the COVID-19 Pandemic mandating all executive departments and agencies to promptly identify actions they can take within existing authorities to address the current economic crisis resulting from the pandemic.    Link:  https://web.archive.org/web/20210122220024/https://www.whitehouse.gov/briefing-room/presidential-actions/2021/01/22/executive-order-economic-relief-related-to-the-covid-19-pandemic/",0.00,,0.00,,2.00,1,,3.00,,1.00,,0.00,,0.00,,3.00,1,,,,,3.00,1,,2.00,1,,2.00,1,,,,,2.00,1,,,1,,1,,75-79 yrs,75-79 yrs,0,0,1,2,5,,0,,439442,6657,0.56,43.52,43.52,43.52,43.52,49.90,49.90,49.90,49.90,51.67,51.67,51.67,51.67,37.50
United States,USA,Alabama,US_AL,STATE_TOTAL,20210124,2.00,0,,,,,2.00,0,,1.00,1,,,,,1.00,1,,1.00,1,,,,,1.00,1,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,1.00,1,,,,,1.00,1,,1.00,1,,,,,1.00,1,,3.00,,,3.00,"As of January 24th, the US continues a travel ban on non-national travels from countries and regions including Brazil, China, the UK, and Northern Ireland. Per the CDC Order effective December 28, air passengers from the UK arriving to the US are required to get tested no more than 3 days before their flight departs and to provide proof of the negative result to the airline before boarding the flight.    Links:  https://web.archive.org/web/20210124153655/https://www.cdc.gov/coronavirus/2019-ncov/travelers/from-other-countries.html  http://web.archive.org/web/20201229024000/https://www.cdc.gov/quarantine/pdf/UK-Airline-Testing-Order_CLEAN-R3-signed-12252020-encrypted.pdf",1.00,0,,1.00,,0.00,,0.00,,2.00,1,,3.00,,1.00,,0.00,,0.00,,3.00,1,,,,,3.00,1,,2.00,1,,2.00,1,,,,,2.00,1,,,1,,1,,75-79 yrs,75-79 yrs,0,0,1,2,5,,0,,441170,6660,0.61,43.52,43.52,43.52,43.52,49.90,49.90,49.90,49.90,51.67,51.67,51.67,51.67,37.50
United States,USA,Alabama,US_AL,STATE_TOTAL,20210125,2.00,0,,,,,2.00,0,,1.00,1,,,,,1.00,1,,1.00,1,,,,,1.00,1,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,1.00,1,,,,,1.00,1,,1.00,1,,,,,1.00,1,"The CDC recommends to postpone travel and to stay home as the best way to protect an individual and others from contracting COVID-19.    Link:  https://web.archive.org/web/20210124174107/https://www.cdc.gov/coronavirus/2019-ncov/travelers/travel-during-covid19.html",3.00,,,3.00,,1.00,0,,1.00,,0.00,,0.00,,2.00,1,,3.00,,1.00,,0.00,,0.00,,3.00,1,,,,,3.00,1,,2.00,1,,2.00,1,,,,,2.00,1,,,1,,1,,75-79 yrs,75-79 yrs,0,0,1,2,5,,0,,443009,6662,0.61,43.52,43.52,43.52,43.52,49.90,49.90,49.90,49.90,51.67,51.67,51.67,51.67,37.50
United States,USA,Alabama,US_AL,STATE_TOTAL,20210126,2.00,0,,,,,2.00,0,,1.00,1,,,,,1.00,1,,1.00,1,,,,,1.00,1,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,1.00,1,,,,,1.00,1,,1.00,1,,,,,1.00,1,,3.00,,,3.00,"The White House Presidential Action ""Proclamation on the Suspension of Entry as Immigrants and Non-Immigrants of Certain Additional Persons Who Pose a Risk of Transmitting Coronavirus Disease"" goes into effect January 26th expanding the list of foreign nationals prohibited from entering the US. With specific exemptions, non-nationals from the Schengen Area, the United Kingdom (excluding overseas territories outside of Europe), the Republic of Ireland, Brazil, and South Africa are not allowed entry into the US . Travelers from Iran and China are not allowed entry unless they fall under specific expemtions as well.     Links:  https://web.archive.org/web/20210125193014/https://www.whitehouse.gov/briefing-room/presidential-actions/2021/01/25/proclamation-on-the-suspension-of-entry-as-immigrants-and-non-immigrants-of-certain-additional-persons-who-pose-a-risk-of-transmitting-coronavirus-disease/  https://web.archive.org/web/20210130183529/https://www.cdc.gov/coronavirus/2019-ncov/travelers/from-other-countries.html",1.00,0,,1.00,,0.00,,0.00,,2.00,1,,3.00,,1.00,,0.00,,0.00,,3.00,1,,,,,3.00,1,,2.00,1,,2.00,1,,,,,2.00,1,,,1,,1,,75-79 yrs,75-79 yrs,0,0,1,2,5,,0,,445909,6896,0.63,43.52,43.52,43.52,43.52,49.90,49.90,49.90,49.90,51.67,51.67,51.67,51.67,37.50
United States,USA,Alabama,US_AL,STATE_TOTAL,20210127,2.00,0,,,,,2.00,0,,1.00,1,,,,,1.00,1,,1.00,1,,,,,1.00,1,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,1.00,1,,,,,1.00,1,,1.00,1,,,,,1.00,1,,3.00,,,3.00,,1.00,0,,1.00,,0.00,,0.00,,2.00,1,,3.00,,1.00,,0.00,,0.00,,3.00,1,,,,,3.00,1,,2.00,1,,2.00,1,,,,,2.00,1,,,1,,1,,75-79 yrs,75-79 yrs,0,0,1,2,5,,0,,449086,7172,0.69,43.52,43.52,43.52,43.52,49.90,49.90,49.90,49.90,51.67,51.67,51.67,51.67,37.50
United States,USA,Alabama,US_AL,STATE_TOTAL,20210128,2.00,0,,,,,2.00,0,,1.00,1,,,,,1.00,1,,1.00,1,,,,,1.00,1,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,1.00,1,,,,,1.00,1,,1.00,1,,,,,1.00,1,,3.00,,,3.00,,1.00,0,,1.00,,0.00,,0.00,,2.00,1,,3.00,,1.00,,0.00,,0.00,,3.00,1,,,,,3.00,1,,2.00,1,,2.00,1,,,,,2.00,1,,"28 January, two weeks after the University of Alabama wins the NCAA College Football Championship, national news outlets report a surge in COVID-19 cases statewide. These cases are attributed to post-game celebrations during the tournament.     Read coverage from Bloomberg here: http://web.archive.org/web/20210201224603/https://www.bloomberg.com/news/articles/2021-01-28/covid-19-rebounds-in-alabama-after-crimson-tide-street-party",1,,1,,75-79 yrs,75-79 yrs,0,0,1,2,5,,0,,452734,7340,0.76,43.52,43.52,43.52,43.52,49.90,49.90,49.90,49.90,51.67,51.67,51.67,51.67,37.50
United States,USA,Alabama,US_AL,STATE_TOTAL,20210129,2.00,0,,,,,2.00,0,,1.00,1,,,,,1.00,1,,1.00,1,,,,,1.00,1,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,1.00,1,,,,,1.00,1,,1.00,1,,,,,1.00,1,,3.00,,,3.00,,1.00,0,,1.00,,0.00,,0.00,,2.00,1,,3.00,,1.00,,0.00,,0.00,,3.00,1,,,,,3.00,1,,2.00,1,"On 29 January, Governor Kay Ivey and the Alabama Department of Public Health announced plans to expand vaccine eligibility to those aged 65 and older and additional frontline workers. Those new frontline groups include US Postal Service workers, first responders, corrections workers, grocery store employees and public transit officials. Educators and members of the judiciary were also named as the next priority groups. Vaccines will be available to anyone in one of these categories beginning 8 February.     See the press release here: http://web.archive.org/web/20210201223131/https://governor.alabama.gov/newsroom/2021/01/covid-19-vaccination-eligibility-expanded-in-alabama-to-include-persons-ages-65-through-74-and-others/",2.00,1,,,,,2.00,1,,,1,,1,,75-79 yrs,75-79 yrs,0,0,1,2,5,,0,,455582,7566,0.90,43.52,43.52,43.52,43.52,49.90,49.90,49.90,49.90,51.67,51.67,51.67,51.67,37.50
United States,USA,Alabama,US_AL,STATE_TOTAL,20210130,2.00,0,,,,,2.00,0,,1.00,1,,,,,1.00,1,,1.00,1,,,,,1.00,1,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,1.00,1,,,,,1.00,1,,1.00,1,,,,,1.00,1,,3.00,,,3.00,,1.00,0,,1.00,,0.00,,0.00,,2.00,1,,3.00,,1.00,,0.00,,0.00,,3.00,1,,,,,3.00,1,,2.00,1,,2.00,1,,,,,2.00,1,,,1,,1,,75-79 yrs,75-79 yrs,0,0,1,2,5,,0,,455582,7566,1.10,43.52,43.52,43.52,43.52,49.90,49.90,49.90,49.90,51.67,51.67,51.67,51.67,37.50
United States,USA,Alabama,US_AL,STATE_TOTAL,20210131,2.00,0,,,,,2.00,0,,1.00,1,,,,,1.00,1,,1.00,1,,,,,1.00,1,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,1.00,1,,,,,1.00,1,,1.00,1,,,,,1.00,1,,3.00,,,3.00,,1.00,0,,1.00,"Originally coded a 2, but since this appears to be an extension of the existing moratorium in place since December 27 rather than an additional form of debt relief, moves back down to a 1.     Effective January 31st until March 31st, the CDC Director signed a declaration determining that the evictions of tenants could be detrimental to public health control measures to slow the spread of SARS-Cov-2, the virus that causes COVID-19. Thus there's a temporary halt in residential evictions to prevent the spread of COVID-19.     Links:  https://web.archive.org/web/20210129200707/https://www.cdc.gov/coronavirus/2019-ncov/more/pdf/CDC-Eviction-Moratorium-01292021.pdf  ",0.00,,0.00,,2.00,1,,3.00,,1.00,,0.00,,0.00,,3.00,1,,,,,3.00,1,,2.00,1,,2.00,1,,,,,2.00,1,,,1,,1,,75-79 yrs,75-79 yrs,0,0,1,2,5,,0,,459639,7688,1.13,43.52,43.52,43.52,43.52,49.90,49.90,49.90,49.90,51.67,51.67,51.67,51.67,37.50
United States,USA,Alabama,US_AL,STATE_TOTAL,20210201,2.00,0,,,,,2.00,0,,1.00,1,,,,,1.00,1,,1.00,1,,,,,1.00,1,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,1.00,1,,,,,1.00,1,,1.00,1,,,,,1.00,1,"The CDC continues to recommend postponing travel and to stay home as the best way to protect an individual and others from contracting COVID-19.    Link:  https://web.archive.org/web/20210124174107/https://www.cdc.gov/coronavirus/2019-ncov/travelers/travel-during-covid19.html",3.00,,,3.00,,1.00,0,,1.00,,0.00,,0.00,,2.00,1,"On February 1, ADPH advises the following measures to prevent the spread of COVID-19:  Wash your hands frequently with soap and water for 20 seconds  Social distance by staying 6 feet away from others  Avoid people who are sick  Stay home if you can; work remotely if possible  Cover your mouth and nose with a face covering when around others  Cover coughs and sneezes  Clean and disinfect frequently touched surfaces  Monitor your health    https://web.archive.org/web/20210205195826/https://www.alabamapublichealth.gov/news/2021/02/01.html",2.00,"On February 1, The Alabama Department of Public Health (ADPH) will offer COVID-19 testing in Coffee and Houston counties during the month of February. Due to limited staffing in this district and COVID-19 vaccination clinics, testing is only being provided on alternate weeks in Coffee and Houston counties at this time. No COVID-19 retesting will be done.  Testing clinics are scheduled as follows:  Coffee County Health Department  2841 Neal Metcalf Road  Enterprise, AL 36330  (334) 792-9070  Tuesday, February 2, and Tuesday, February 16  8:30 a.m. until 10:30 a.m.    Houston County Health Department  1781 E Cottonwood Road  Dothan, AL 36301  (334) 792-9070  Wednesday, February 10, and Wednesday, February 24  8:30 a.m. until 10:30 a.m.  Symptoms of COVID-19 consist of either cough or shortness of breath (difficulty breathing) or at least two of the following: fever, chills, repeated shaking with chills, muscle pain, headache, vomiting, diarrhea, sore throat, fatigue, congestion or runny nose, and new loss of taste or smell.  Testing criteria are as follows:  Persons with symptoms  Healthcare facility workers, workers in congregate living settings, and first responders with symptoms  Persons without symptoms who have underlying medical conditions or disability placing them at a higher risk of complications or screening of other asymptomatic individuals based on a case-by-case review and approval by the state health department or local health jurisdiction.    https://web.archive.org/web/20210205195826/https://www.alabamapublichealth.gov/news/2021/02/01.html",1.00,,0.00,,0.00,,3.00,1,,,,,3.00,1,,2.00,1,"On February 1, The Alabama Department of Public Health (ADPH) will conduct COVID-19 vaccination clinics at OWA in Foley on Tuesday, February 2, and Thursday, February 4, depending on vaccine availability. The clinics will operate from 9 a.m. until 3 p.m. Vaccinations will be provided on a first come, first serve, drive-through basis. Future dates will be announced, pending vaccine supply.  ADPH will follow the current eligibility criteria for the clinics on February 2 and February 4. The current criteria are listed below:  Those 75 years or older  Healthcare workers  Law enforcement  Firefighters  *New eligibility guidelines will go into effect on February 8, 2021.  The address for the clinics at OWA is 1501 S. OWA Blvd., Foley, AL 36535. A map of the site may be found by clicking the following link: alabamapublichealth.gov/baldwin/.  Appointments will not be scheduled for these clinics. There is no charge for the vaccine. Individuals will need to bring identification.    https://web.archive.org/web/20210202115239/https://www.alabamapublichealth.gov/news/2021/02/01d.html",2.00,1,,,,,2.00,1,,,1,,1,,75-79 yrs,75-79 yrs,0,0,1,2,5,,0,,460860,7688,1.15,43.52,43.52,43.52,43.52,47.81,47.81,47.81,47.81,49.29,49.29,49.29,49.29,37.50
United States,USA,Alabama,US_AL,STATE_TOTAL,20210202,2.00,0,,,,,2.00,0,,1.00,1,,,,,1.00,1,,1.00,1,,,,,1.00,1,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,1.00,1,,,,,1.00,1,,1.00,1,,,,,1.00,1,"Additional note from Reviewer Monika Pyarali:  On Feb 2, the CDC Travel During COVID-19 site was updated with the more stringent warning ""Delay travel and stay home to protect yourself and others from COVID-19"". Previously, the warning read ""staying home is the best way to protect yourself and others from COVID-19"" (updated on Dec 2)   Link to CDC Travel site after Feb 2:  https://web.archive.org/web/20210203132255/https://www.cdc.gov/coronavirus/2019-ncov/travelers/travel-during-covid19.html  Link to CDC Travel site prior to Feb 2:  https://web.archive.org/web/20210201160036/https://www.cdc.gov/coronavirus/2019-ncov/travelers/travel-during-covid19.html",3.00,,,3.00,,1.00,0,,1.00,,0.00,,0.00,,2.00,1,,2.00,,1.00,,0.00,,0.00,,3.00,1,,,,,3.00,1,"The facial coverings mask is still a requirement. It was extended until March 5.     https://web.archive.org/web/20210205201131/https://www.aarp.org/health/healthy-living/info-2020/states-mask-mandates-coronavirus.html",2.00,1,,2.00,1,,,,,2.00,1,,,1,"The CDC continues to recommend the same prioritization groups in vaccine rollouts.     ""CDC recommends giving COVID-19 vaccine in phases, which may overlap  1a: Healthcare personnel and Long-term care facility residents  1b: Frontline essential workers and People age 75 years and older  1c: People aged 65 through 74 years and People aged 16 through 64 years with underlying medical conditions and Other essential workers""    See archive:   https://web.archive.org/web/20210305222128/https://www.cdc.gov/coronavirus/2019-ncov/vaccines/recommendations/specific-groups.html",1,,75-79 yrs,75-79 yrs,0,0,1,2,5,,0,,462938,7894,1.20,43.52,43.52,43.52,43.52,47.81,47.81,47.81,47.81,49.29,49.29,49.29,49.29,37.50
United States,USA,Alabama,US_AL,STATE_TOTAL,20210203,2.00,0,,,,,2.00,0,,1.00,1,,,,,1.00,1,,1.00,1,,,,,1.00,1,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,1.00,1,,,,,1.00,1,,1.00,1,,,,,1.00,1,,3.00,,,3.00,,1.00,0,,1.00,,0.00,,0.00,,2.00,1,,2.00,,1.00,,0.00,,0.00,,3.00,1,,,,,3.00,1,,2.00,1,,2.00,1,,,,,2.00,1,,,1,,1,,75-79 yrs,75-79 yrs,0,0,1,2,5,,0,,465056,8203,1.28,43.52,43.52,43.52,43.52,47.81,47.81,47.81,47.81,49.29,49.29,49.29,49.29,37.50
United States,USA,Alabama,US_AL,STATE_TOTAL,20210204,2.00,0,,,,,2.00,0,,1.00,1,,,,,1.00,1,,1.00,1,,,,,1.00,1,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,1.00,1,,,,,1.00,1,,1.00,1,,,,,1.00,1,,3.00,,,3.00,,1.00,0,,1.00,,0.00,,0.00,,2.00,1,,2.00,,1.00,,0.00,,0.00,,3.00,1,,,,,3.00,1,,2.00,1,,2.00,1,,,,,2.00,1,,,1,,1,,75-79 yrs,75-79 yrs,0,0,1,2,5,,0,,467823,8365,1.41,43.52,43.52,43.52,43.52,47.81,47.81,47.81,47.81,49.29,49.29,49.29,49.29,37.50
United States,USA,Alabama,US_AL,STATE_TOTAL,20210205,2.00,0,,,,,2.00,0,,1.00,1,,,,,1.00,1,,1.00,1,,,,,1.00,1,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,1.00,1,,,,,1.00,1,,1.00,1,,,,,1.00,1,,3.00,,,3.00,,1.00,0,,1.00,,0.00,,0.00,,2.00,1,,2.00,,1.00,,0.00,,0.00,,3.00,1,,,,,3.00,1,,2.00,1,"On February 5, As part of a statewide effort to accelerate COVID-19 vaccination in Alabama, mass vaccination clinics will be held in each of the state’s public health districts next week. There is no cost to receive a vaccine, but everyone vaccinated must be in an eligible group, wear a mask and bring valid identification.  The new prioritization for vaccination that begins February 8 includes a large group--persons age 65 and above. In addition, workers listed here meet eligibility criteria:  Healthcare workers  First responders including EMS, firefighters and law enforcement  Frontline essential workers as follows:  -- Corrections officers  -- Food and agriculture workers  -- U.S. Postal Service workers  -- Manufacturing workers  -- Grocery store workers  -- Public transit workers  -- People who work in the education sector  -- Childcare workers  -- Judiciary  Dates, times, locations and other details about the sites are available by clicking on alabamapublichealth.gov/covid19vaccine/mass-clinics.html  Hospitals playing a lead role in the mass clinics next week have been working on their plans for the past week, including informing their communities about this opportunity. Due to limited supply of vaccine, every hospital has maintained a waiting list of individuals interested in being vaccinated.  For the sites that will require appointments next week, hospitals have been busy working their way through those waiting lists to schedule appointments for next week’s mass clinics. Some hospitals have 5,000 - 10,000 or more people on waiting lists, so while there may not be appointments available in some areas next week, individuals will continue to be added to their lists and those people will be contacted as soon as another supply of vaccine is available in that area. These vaccination clinics are not replacing vaccinations occurring in other locations in these areas but are being held in addition to them.  The Alabama Department of Public Health wants to administer vaccine to all Alabamians who desire vaccine. However, the supply of vaccines remains very limited. Multiple county health departments have no vaccine available. Plans can change if more vaccine becomes available.    https://web.archive.org/web/20210205200513/https://www.alabamapublichealth.gov/news/2021/02/05.html",2.00,1,,,,,2.00,1,,,1,,1,,75-79 yrs,75-79 yrs,0,0,1,2,5,,0,,469319,8449,1.56,43.52,43.52,43.52,43.52,47.81,47.81,47.81,47.81,49.29,49.29,49.29,49.29,37.50
United States,USA,Alabama,US_AL,STATE_TOTAL,20210206,2.00,0,,,,,2.00,0,,1.00,1,,,,,1.00,1,,1.00,1,,,,,1.00,1,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,1.00,1,,,,,1.00,1,,1.00,1,,,,,1.00,1,,3.00,,,3.00,,1.00,0,,1.00,,0.00,,0.00,,2.00,1,,2.00,,1.00,,0.00,,0.00,,3.00,1,,,,,3.00,1,,2.00,1,,2.00,1,,,,,2.00,1,,,1,,1,,75-79 yrs,75-79 yrs,0,0,1,2,5,,0,,471311,8513,1.72,43.52,43.52,43.52,43.52,47.81,47.81,47.81,47.81,49.29,49.29,49.29,49.29,37.50
United States,USA,Alabama,US_AL,STATE_TOTAL,20210207,2.00,0,,,,,2.00,0,,1.00,1,,,,,1.00,1,,1.00,1,,,,,1.00,1,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,1.00,1,,,,,1.00,1,,1.00,1,,,,,1.00,1,,3.00,,,3.00,,1.00,0,,1.00,,0.00,,0.00,,2.00,1,,2.00,,1.00,,0.00,,0.00,,3.00,1,,,,,3.00,1,,2.00,1,,2.00,1,,,,,2.00,1,,,1,,1,,75-79 yrs,75-79 yrs,0,0,1,2,5,,0,,472423,8515,1.76,43.52,43.52,43.52,43.52,47.81,47.81,47.81,47.81,49.29,49.29,49.29,49.29,37.50
United States,USA,Alabama,US_AL,STATE_TOTAL,20210208,2.00,0,,,,,2.00,0,,1.00,1,,,,,1.00,1,,1.00,1,,,,,1.00,1,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,1.00,1,,,,,1.00,1,,1.00,1,,,,,1.00,1,,3.00,,,3.00,"Travel bans remain for travellers that have been to China, the EU, the UK, and Iran for the last 14 days. All passengers still required to furnish negative COVID-19 test on arrival.     See CDC Restrictions:  http://web.archive.org/web/20210208130919/https://www.cdc.gov/coronavirus/2019-ncov/travelers/map-and-travel-notices.html",1.00,0,,1.00,,0.00,,0.00,,2.00,1,,2.00,,1.00,,0.00,,0.00,,3.00,1,,,,,3.00,1,,2.00,1,,2.00,1,,,,,2.00,1,,,1,,1,"As of the 8th Feb'21 Alabama is offering vaccination to some eligible groups in Phase 1c of its free vaccination program.  Groups now eligible to receive vaccinations include:  people aged 65 years and older  Frontline critical workers listed in the plan are as follows:  First responders  Corrections officers  Food and agriculture workers  U.S. Postal Service workers  Manufacturing workers  Grocery store workers  Public transit workers  People who work in the education sector (teachers, support staff, community college and higher education)  Childcare workers  Judiciary (including but not limited to) circuit judges, district judges and district attorneys    see archive:  http://web.archive.org/web/20210208135109/https://www.alabamapublichealth.gov/covid19vaccine/index.html  http://web.archive.org/web/20210203052311/https://www.alabamapublichealth.gov/news/2021/01/29.html  http://web.archive.org/web/20210208135109/https://www.alabamapublichealth.gov/covid19vaccine/index.html  http://web.archive.org/web/20210203001551/https://www.alabamapublichealth.gov/covid19vaccine/assets/adph-covid19-vaccination-allocation-plan.pdf  ",65-69 yrs,65-69 yrs,0,1,2,2,5,"As of the 8th Feb'21 Alabama is offering vaccination to some eligible groups in Phase 1c of its free vaccination program.  Groups now eligible to receive vaccinations include:  people aged 65 years and older  Frontline critical workers listed in the plan are as follows:  First responders  Corrections officers  Food and agriculture workers  U.S. Postal Service workers  Manufacturing workers  Grocery store workers  Public transit workers  People who work in the education sector (teachers, support staff, community college and higher education)  Childcare workers  Judiciary (including but not limited to) circuit judges, district judges and district attorneys    see archive:  http://web.archive.org/web/20210208135109/https://www.alabamapublichealth.gov/covid19vaccine/index.html  http://web.archive.org/web/20210203052311/https://www.alabamapublichealth.gov/news/2021/01/29.html  http://web.archive.org/web/20210208135109/https://www.alabamapublichealth.gov/covid19vaccine/index.html  http://web.archive.org/web/20210203001551/https://www.alabamapublichealth.gov/covid19vaccine/assets/adph-covid19-vaccination-allocation-plan.pdf  ",0,,473348,8523,1.80,43.52,43.52,43.52,43.52,47.81,47.81,47.81,47.81,49.29,49.29,49.29,49.29,37.50
United States,USA,Alabama,US_AL,STATE_TOTAL,20210209,2.00,0,,,,,2.00,0,,1.00,1,,,,,1.00,1,,1.00,1,,,,,1.00,1,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,1.00,1,,,,,1.00,1,,1.00,1,,,,,1.00,1,,3.00,,,3.00,,1.00,0,,1.00,,0.00,,0.00,,2.00,1,,2.00,,1.00,,0.00,,0.00,,3.00,1,,,,,3.00,1,,2.00,1,"Walmart and Sam's Club pharmacies in Alabama begin administering COVID-19 vaccines through the U.S. Federal Retail Pharmacy Program, with an emphasis administering vaccine to underserved communities.   Links:  https://web.archive.org/web/20210209215446/https://twitter.com/ALPublicHealth/status/1359259403673870336  https://web.archive.org/web/20210209181546/https://corporate.walmart.com/newsroom/2021/02/09/walmart-and-sams-club-pharmacies-administer-covid-19-vaccines-through-federal-retail-pharmacy-program    Alabama extends eligibiliy for the COVID-10 shot to those aged 65 and older.   Links:  https://web.archive.org/web/20210209223033/https://twitter.com/BaldwinEMA/status/1359268392876834816",2.00,1,,,,,2.00,1,,,1,,1,,65-69 yrs,65-69 yrs,0,1,2,2,5,,0,,474666,8579,1.94,43.52,43.52,43.52,43.52,47.81,47.81,47.81,47.81,49.29,49.29,49.29,49.29,37.50
United States,USA,Alabama,US_AL,STATE_TOTAL,20210210,2.00,0,,,,,2.00,0,,1.00,1,,,,,1.00,1,,1.00,1,,,,,1.00,1,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,1.00,1,,,,,1.00,1,,1.00,1,,,,,1.00,1,,3.00,,,3.00,,1.00,0,,1.00,,0.00,,0.00,,2.00,1,,2.00,,1.00,,0.00,,0.00,,3.00,1,,,,,3.00,1,,2.00,1,,2.00,1,,,,,2.00,1,,,1,,1,,65-69 yrs,65-69 yrs,0,1,2,2,5,,0,,476067,8888,2.09,43.52,43.52,43.52,43.52,47.81,47.81,47.81,47.81,49.29,49.29,49.29,49.29,37.50
